,,
code,code_sub,QSBIO_err_prob
6dgm_3,6dgm,70.3
6dgm_2,6dgm,19.4
6hrh_1,6hrh,15.4
5o70_1,5o70,15.4
5we8_1,5we8,25
5we8_2,5we8,25
5v5f_1,5v5f,7.5
6ek3_1,6ek3,70.3
5wuj_1,5wuj,37.9
5v13_1,5v13,59.1
5t9b_1,5t9b,1.6
5yhh_1,5yhh,1.6
5ump_1,5ump,15.4
5qjy_2,5qjy,15.4
5qjy_1,5qjy,15.4
5ypd_1,5ypd,1.6
6cir_1,6cir,25
6cir_3,6cir,25
6cir_2,6cir,25
6cir_4,6cir,25
5zmc_1,5zmc,52.6
5ja3_1,5ja3,98.1
5ui2_1,5ui2,70.3
5py8_2,5py8,1.6
5py8_1,5py8,1.6
5q53_1,5q53,1.6
6man_1,6man,15.4
6fng_1,6fng,1.6
5jrm_1,5jrm,1.6
5wob_1,5wob,NA
5wob_3,5wob,NA
5wob_2,5wob,NA
5wob_4,5wob,NA
5ti0_1,5ti0,1.6
5wxc_1,5wxc,NA
5wxc_2,5wxc,NA
6eh2_1,6eh2,1.6
5qjz_2,5qjz,15.4
5qjz_1,5qjz,15.4
5px8_1,5px8,1.6
5px8_2,5px8,1.6
5xp3_1,5xp3,40.5
5q3r_1,5q3r,1.6
5zh6_1,5zh6,12.3
5zh6_2,5zh6,12.3
5svu_2,5svu,14.3
5svu_1,5svu,91.5
5pcx_1,5pcx,12.3
5vuy_1,5vuy,15.4
6ao0_1,6ao0,NA
5vvj_1,5vvj,40.5
6do9_1,6do9,2.8
5sxq_1,5sxq,15.4
5uk9_2,5uk9,1.6
5uk9_1,5uk9,1.6
6fqb_4,6fqb,37.9
6fqb_1,6fqb,37.9
6fqb_3,6fqb,37.9
6fqb_2,6fqb,37.9
6app_1,6app,NA
5kh1_1,5kh1,1.6
5thh_1,5thh,15.4
6aiy_1,6aiy,2.8
5ts1_2,5ts1,NA
5ts1_1,5ts1,NA
5kw3_1,5kw3,1.6
5wnb_2,5wnb,NA
5wnb_1,5wnb,NA
5opj_1,5opj,2.8
5tip_4,5tip,23.4
5tip_3,5tip,23.4
5tip_1,5tip,23.4
5tip_2,5tip,23.4
5yco_2,5yco,23.4
5yco_1,5yco,23.4
5yhy_1,5yhy,43.2
6esz_2,6esz,4.8
6esz_1,6esz,4.8
5xgn_1,5xgn,91.5
5xj3_9,5xj3,25
5xj3_7,5xj3,25
5xj3_3,5xj3,25
5xj3_10,5xj3,25
5xj3_4,5xj3,25
5xj3_5,5xj3,25
5xj3_8,5xj3,25
5xj3_2,5xj3,25
5xj3_12,5xj3,25
5xj3_11,5xj3,25
5xj3_1,5xj3,25
5xj3_6,5xj3,25
5yb4_1,5yb4,40.5
5nlp_1,5nlp,1.6
5pph_1,5pph,12.3
5pph_2,5pph,12.3
6ffv_1,6ffv,NA
6mfu_1,6mfu,70.3
6mfu_2,6mfu,70.3
5tnf_2,5tnf,15.4
5tnf_1,5tnf,15.4
6d8k_1,6d8k,0
6g9j_1,6g9j,1.6
5gr4_1,5gr4,1.6
5nz5_1,5nz5,15.4
5yts_1,5yts,1.6
5z2n_2,5z2n,25
5z2n_1,5z2n,25
5pkq_1,5pkq,25
5jcy_1,5jcy,1.6
5pzh_1,5pzh,1.6
5pzh_2,5pzh,1.6
5yls_1,5yls,40.5
5xu8_1,5xu8,4.8
6euy_1,6euy,12.3
6euy_3,6euy,12.3
6euy_2,6euy,12.3
6dwv_1,6dwv,15.4
6dwv_2,6dwv,15.4
6fig_1,6fig,70.3
6e2p_2,6e2p,12.3
6e2p_1,6e2p,12.3
6h9s_1,6h9s,7.5
6dtu_1,6dtu,1.6
6dtu_2,6dtu,1.6
5yla_1,5yla,43.2
5ma1_1,5ma1,43.2
5d8z_2,5d8z,1.6
5d8z_1,5d8z,1.6
5w5b_1,5w5b,74.9
5wqf_2,5wqf,15.4
5wqf_3,5wqf,15.4
5wqf_1,5wqf,15.4
5zvd_1,5zvd,1.6
5zvd_2,5zvd,1.6
6et3_1,6et3,4.8
6et3_2,6et3,4.8
5pom_1,5pom,12.3
5pom_2,5pom,12.3
5xg7_1,5xg7,14.3
5zq7_1,5zq7,15.7
5prw_2,5prw,12.3
5prw_1,5prw,12.3
5mfo_6,5mfo,12.3
5mfo_1,5mfo,12.3
5mfo_3,5mfo,12.3
5mfo_2,5mfo,12.3
5mfo_5,5mfo,12.3
5mfo_4,5mfo,12.3
6fmw_1,6fmw,19.4
5uy8_2,5uy8,43.2
5uy8_1,5uy8,43.2
5mgl_1,5mgl,1.6
6cfs_1,6cfs,15.4
6cym_1,6cym,37.9
6cym_2,6cym,52.6
6apy_1,6apy,25
6bb7_1,6bb7,7.5
5mkp_1,5mkp,94.7
5x22_1,5x22,0
5x22_2,5x22,0
5ohk_1,5ohk,4.8
6abh_1,6abh,59.1
6abh_2,6abh,59.1
6dna_4,6dna,94.7
6dna_5,6dna,94.7
6dna_2,6dna,94.7
6dna_3,6dna,94.7
6dna_6,6dna,94.7
6dna_1,6dna,94.7
6aok_1,6aok,2.8
5zkn_1,5zkn,15.4
6g91_1,6g91,1.6
6g2a_1,6g2a,2.8
5ugw_1,5ugw,74.9
5lop_1,5lop,40.5
5yfj_1,5yfj,23.4
5wlk_1,5wlk,NA
5wlk_2,5wlk,NA
5xeq_1,5xeq,15.7
6c5c_1,6c5c,15.4
5jab_2,5jab,15.4
5jab_1,5jab,15.4
5zz6_1,5zz6,15.4
5zz6_2,5zz6,14.3
5jbs_1,5jbs,40.5
5m7g_1,5m7g,40.5
6arn_1,6arn,12.3
6arn_2,6arn,12.3
6b7f_2,6b7f,94
6b7f_1,6b7f,59.1
5kyy_1,5kyy,4.8
5pa1_1,5pa1,1.6
5puq_2,5puq,12.3
5puq_1,5puq,12.3
5q6w_1,5q6w,1.6
5mxf_1,5mxf,70.3
6bxb_1,6bxb,12.3
6bxb_2,6bxb,12.3
5qaw_4,5qaw,25
5qaw_2,5qaw,25
5qaw_3,5qaw,25
5qaw_1,5qaw,25
6gh7_1,6gh7,0
5uiy_4,5uiy,1.6
5uiy_3,5uiy,1.6
5uiy_1,5uiy,1.6
5uiy_2,5uiy,1.6
5pha_1,5pha,25
6f9n_1,6f9n,37.9
5ndx_1,5ndx,12.3
5pvi_1,5pvi,12.3
5pvi_2,5pvi,12.3
5xsn_1,5xsn,15.4
5w19_1,5w19,7.5
6gpj_1,6gpj,7.5
6f2e_4,6f2e,25
6f2e_1,6f2e,25
6f2e_3,6f2e,25
6f2e_2,6f2e,25
6g4p_1,6g4p,15.4
6fli_1,6fli,7.5
5km5_1,5km5,15.4
5yea_2,5yea,19.4
5yea_1,5yea,19.4
6enw_1,6enw,7.5
5xvr_1,5xvr,12.3
5xvr_3,5xvr,70.3
5xvr_2,5xvr,12.3
5kvi_1,5kvi,2.8
5ph4_1,5ph4,25
5oxo_1,5oxo,12.3
5zw5_1,5zw5,43.2
5gn7_1,5gn7,43.2
5gn7_2,5gn7,43.2
6ftz_1,6ftz,1.6
5uxo_1,5uxo,7.5
5vgt_2,5vgt,19.4
5vgt_1,5vgt,19.4
5osj_1,5osj,1.6
5gux_2,5gux,NA
5gux_1,5gux,NA
5pts_1,5pts,12.3
5pts_2,5pts,12.3
5kcz_1,5kcz,15.4
5kdo_1,5kdo,0
5xku_1,5xku,NA
6flc_1,6flc,NA
6flc_2,6flc,NA
6bol_1,6bol,15.4
5t99_1,5t99,1.6
5t99_2,5t99,1.6
5vvn_1,5vvn,15.4
6c6w_1,6c6w,1.6
5khd_1,5khd,NA
5ugp_1,5ugp,1.6
5yl4_1,5yl4,40.5
5z76_1,5z76,15.4
5z76_2,5z76,4.8
5gyn_1,5gyn,94.7
5vs1_1,5vs1,1.6
5ojz_1,5ojz,1.6
6meh_1,6meh,NA
5xpd_1,5xpd,1.6
6atw_1,6atw,1.6
5v67_1,5v67,1.6
5oxr_1,5oxr,7.5
5pgb_1,5pgb,12.3
5qk9_1,5qk9,15.4
5qk9_2,5qk9,15.4
5yk7_1,5yk7,40.5
5x9b_1,5x9b,1.6
6art_1,6art,0
6fba_1,6fba,0
5zk4_4,5zk4,25
5zk4_2,5zk4,25
5zk4_1,5zk4,25
5zk4_3,5zk4,25
5ntp_1,5ntp,1.6
5v80_1,5v80,1.6
5uyg_1,5uyg,1.6
5z8n_1,5z8n,1.6
5z8n_3,5z8n,1.6
5z8n_2,5z8n,1.6
5w6l_1,5w6l,70.3
6eod_2,6eod,15.4
6eod_1,6eod,15.4
6eod_3,6eod,15.4
6eod_4,6eod,15.4
5o9f_1,5o9f,0
5xbk_2,5xbk,74.9
5xbk_1,5xbk,74.9
5xbk_3,5xbk,74.9
5xbk_4,5xbk,74.9
5q8e_1,5q8e,1.6
5uxd_2,5uxd,1.6
5uxd_1,5uxd,1.6
5q1n_1,5q1n,1.6
5vph_1,5vph,NA
5w7e_2,5w7e,2.8
5w7e_1,5w7e,2.8
5kw7_1,5kw7,1.6
5qjp_2,5qjp,15.4
5qjp_1,5qjp,15.4
5kur_1,5kur,1.6
6iqz_1,6iqz,1.6
5t1m_1,5t1m,NA
5t1m_2,5t1m,NA
5ynf_1,5ynf,4.8
5lzn_1,5lzn,2.8
5ud1_1,5ud1,15.4
5msq_1,5msq,1.6
5x6a_1,5x6a,1.6
5x6a_2,5x6a,1.6
5zi3_1,5zi3,15.4
6exs_1,6exs,1.6
5lem_1,5lem,40.5
6d6l_1,6d6l,14.3
6d6l_2,6d6l,14.3
6fjf_1,6fjf,40.5
5nmd_1,5nmd,NA
5nmd_2,5nmd,NA
5mmd_1,5mmd,1.6
5mmd_2,5mmd,1.6
6au3_1,6au3,2.8
5qk8_1,5qk8,15.4
5qk8_2,5qk8,15.4
6mx5_1,6mx5,2.8
5za2_2,5za2,25
5za2_1,5za2,25
5zhw_2,5zhw,1.6
5zhw_1,5zhw,1.6
5pmp_1,5pmp,25
5twe_1,5twe,1.6
5yhv_1,5yhv,59.1
5h54_1,5h54,12.3
5owa_3,5owa,1.6
5owa_1,5owa,1.6
5owa_2,5owa,1.6
5owa_4,5owa,1.6
6apv_2,6apv,15.4
6apv_1,6apv,15.4
5sxc_1,5sxc,37.9
5xtr_1,5xtr,43.2
5xtr_2,5xtr,43.2
5wac_4,5wac,1.6
5wac_2,5wac,1.6
5wac_1,5wac,1.6
5wac_3,5wac,1.6
5wi9_1,5wi9,NA
5wi9_2,5wi9,NA
5kcm_1,5kcm,1.6
5kcm_2,5kcm,1.6
5oy4_2,5oy4,37.9
5oy4_1,5oy4,37.9
5sw8_1,5sw8,37.9
5ojx_1,5ojx,15.4
5pou_2,5pou,12.3
5pou_1,5pou,12.3
5wc6_2,5wc6,19.4
5wc6_1,5wc6,19.4
6dk3_1,6dk3,94.7
6dk3_2,6dk3,94
5gyf_1,5gyf,1.6
5vry_1,5vry,1.6
5okb_1,5okb,15.4
5okb_2,5okb,15.4
5oua_1,5oua,1.6
5ovp_1,5ovp,1.6
6bms_2,6bms,12.3
6bms_1,6bms,12.3
5jhb_1,5jhb,1.6
6bla_1,6bla,NA
5n6v_1,5n6v,1.6
5tir_1,5tir,7.5
5wg5_1,5wg5,40.5
5pef_1,5pef,12.3
5p8y_1,5p8y,1.6
5ufd_1,5ufd,1.6
5ufd_2,5ufd,1.6
5x2d_1,5x2d,15.4
5x2d_2,5x2d,15.4
6fy5_1,6fy5,28.6
6fy5_2,6fy5,28.6
5q1v_1,5q1v,1.6
5px4_2,5px4,1.6
5px4_1,5px4,1.6
5wrc_1,5wrc,1.6
5mm1_1,5mm1,48.3
5yzf_1,5yzf,1.6
5vbu_4,5vbu,59.1
5vbu_2,5vbu,1.6
5vbu_1,5vbu,1.6
5vbu_3,5vbu,1.6
6f8n_1,6f8n,1.6
6f8n_2,6f8n,1.6
6f33_2,6f33,1.6
6f33_1,6f33,1.6
5wg6_1,5wg6,4.8
5wg6_2,5wg6,0
5v5t_2,5v5t,43.2
5v5t_1,5v5t,43.2
6czw_1,6czw,52.6
6czw_2,6czw,37.9
5w80_1,5w80,1.6
6a3i_1,6a3i,7.5
6f0u_1,6f0u,7.5
5w5s_1,5w5s,94.7
5w5s_2,5w5s,0
5pa0_1,5pa0,1.6
5ujv_4,5ujv,59.1
5ujv_2,5ujv,25
5ujv_3,5ujv,25
5ujv_1,5ujv,25
6cf9_1,6cf9,2.8
6ndi_1,6ndi,15.4
6gpc_2,6gpc,19.4
6gpc_1,6gpc,19.4
6gmi_1,6gmi,0
5yg6_1,5yg6,23.4
5ucl_1,5ucl,12.3
5tfs_1,5tfs,NA
5gtn_1,5gtn,1.6
5pxa_2,5pxa,1.6
5pxa_1,5pxa,1.6
6bsn_1,6bsn,23.4
5jgx_1,5jgx,1.6
5za0_1,5za0,7.5
5lhc_1,5lhc,NA
5mk2_2,5mk2,12.3
5mk2_1,5mk2,12.3
5xap_1,5xap,1.6
5pmn_1,5pmn,25
5xxy_1,5xxy,NA
6asr_1,6asr,52.6
6asr_2,6asr,52.6
5w0a_2,5w0a,1.6
5w0a_1,5w0a,1.6
5ovu_1,5ovu,7.5
5guv_1,5guv,1.6
6esy_1,6esy,14.3
5weh_2,5weh,52.6
5weh_1,5weh,40.5
5k87_1,5k87,15.4
5zfy_1,5zfy,2.8
6efz_1,6efz,43.2
5pdu_1,5pdu,12.3
5ogb_1,5ogb,1.6
5zle_1,5zle,43.2
5xan_1,5xan,12.3
5xan_2,5xan,12.3
6bxq_1,6bxq,NA
5vh3_1,5vh3,NA
5vh3_2,5vh3,NA
5w7a_1,5w7a,37.9
5opb_1,5opb,1.6
5wbm_1,5wbm,15.4
5vq9_1,5vq9,12.3
6fx9_1,6fx9,7.5
5zup_1,5zup,40.5
6b8o_1,6b8o,59.1
6f2b_4,6f2b,25
6f2b_3,6f2b,25
6f2b_1,6f2b,25
6f2b_2,6f2b,25
6mxt_1,6mxt,NA
5of7_1,5of7,7.5
6fo9_1,6fo9,12.3
6djq_2,6djq,15.4
6djq_1,6djq,15.4
6b82_1,6b82,70.3
5kfw_1,5kfw,2.8
5l37_1,5l37,7.5
5wr5_1,5wr5,1.6
5uts_4,5uts,43.2
5uts_2,5uts,43.2
5uts_1,5uts,43.2
5uts_3,5uts,43.2
5wzz_4,5wzz,12.3
5wzz_2,5wzz,12.3
5wzz_1,5wzz,12.3
5wzz_3,5wzz,12.3
5olj_1,5olj,94.7
6h8f_1,6h8f,43.2
5lfg_2,5lfg,0
5lfg_1,5lfg,0
6miq_1,6miq,12.3
5zgy_1,5zgy,1.6
6fc6_1,6fc6,1.6
6ayw_2,6ayw,12.3
6ayw_1,6ayw,12.3
5pxd_2,5pxd,1.6
5pxd_1,5pxd,1.6
5pkz_1,5pkz,25
5o1m_1,5o1m,2.8
5o1m_2,5o1m,2.8
5wl5_1,5wl5,25
5z41_1,5z41,43.2
6ezd_2,6ezd,15.4
6ezd_1,6ezd,15.4
5vm2_4,5vm2,43.2
5vm2_1,5vm2,94.7
5vm2_3,5vm2,43.2
5vm2_2,5vm2,94.7
6cfq_1,6cfq,15.4
5oks_1,5oks,15.4
5w2x_1,5w2x,59.1
5ph5_1,5ph5,25
5tkm_1,5tkm,1.6
5tkm_2,5tkm,1.6
5t9q_1,5t9q,1.6
5bju_1,5bju,15.4
5ted_1,5ted,43.2
6a43_1,6a43,25
5q4g_1,5q4g,1.6
5ot0_3,5ot0,15.4
5ot0_1,5ot0,15.4
5ot0_2,5ot0,15.4
5opx_1,5opx,89.1
6hm7_1,6hm7,1.6
6f3h_2,6f3h,19.4
6f3h_1,6f3h,19.4
5tvo_1,5tvo,4.8
5o1e_2,5o1e,1.6
5o1e_1,5o1e,1.6
5kfx_1,5kfx,2.8
5mwy_1,5mwy,1.6
6ayo_1,6ayo,15.4
5ppp_1,5ppp,12.3
5ppp_2,5ppp,12.3
5i8d_1,5i8d,25
6fvq_1,6fvq,7.5
6gnk_1,6gnk,40.5
5o08_1,5o08,0
5lrp_1,5lrp,70.3
6brg_2,6brg,15.4
6brg_6,6brg,94.7
6brg_1,6brg,94.7
6brg_3,6brg,94.7
6brg_4,6brg,94.7
6brg_5,6brg,15.4
5uob_2,5uob,15.4
5uob_1,5uob,15.4
5v5e_2,5v5e,48.3
5v5e_1,5v5e,48.3
5v5e_3,5v5e,91.5
6eqb_1,6eqb,NA
5vrg_1,5vrg,1.6
5ue9_1,5ue9,15.7
5ue9_2,5ue9,15.7
6ect_1,6ect,74.9
5xdq_1,5xdq,15.7
5xdq_2,5xdq,15.7
6f1q_1,6f1q,7.5
5los_1,5los,NA
6hj5_1,6hj5,19.4
5nh6_1,5nh6,7.5
6bnm_1,6bnm,1.6
6cnx_3,6cnx,12.3
6cnx_1,6cnx,12.3
6cnx_2,6cnx,12.3
6cnx_4,6cnx,12.3
5vxs_2,5vxs,7.5
5vxs_1,5vxs,7.5
5yqb_1,5yqb,1.6
5tfl_2,5tfl,12.3
5tfl_1,5tfl,12.3
5nyc_1,5nyc,15.4
6eun_1,6eun,NA
6di0_1,6di0,1.6
5tz0_1,5tz0,15.4
5ohh_1,5ohh,70.3
5gna_1,5gna,52.6
6dik_1,6dik,70.3
5vkw_1,5vkw,14.3
5m2i_2,5m2i,NA
5m2i_1,5m2i,NA
5tsh_1,5tsh,23.4
5yrr_1,5yrr,94.7
5k7b_2,5k7b,14.3
5k7b_1,5k7b,15.4
5lxf_1,5lxf,15.4
5y1q_1,5y1q,1.6
6cgm_1,6cgm,12.3
5q50_1,5q50,1.6
5y8t_1,5y8t,15.4
5y8t_2,5y8t,15.4
6ev2_3,6ev2,NA
6ev2_1,6ev2,NA
6ev2_2,6ev2,NA
6ev2_4,6ev2,NA
6eo2_1,6eo2,43.2
6eo2_2,6eo2,59.1
5nij_2,5nij,15.4
5nij_1,5nij,15.4
5m02_1,5m02,NA
5uzr_1,5uzr,15.4
5mzv_1,5mzv,NA
6ayv_1,6ayv,7.5
5xrg_1,5xrg,43.2
6f0s_1,6f0s,1.6
6flw_1,6flw,59.1
5vmm_1,5vmm,40.5
5nrt_1,5nrt,15.4
5nq8_1,5nq8,1.6
5szk_1,5szk,37.9
5lan_1,5lan,1.6
6d6c_4,6d6c,14.3
6d6c_5,6d6c,14.3
6d6c_2,6d6c,14.3
6d6c_3,6d6c,14.3
6d6c_6,6d6c,14.3
6d6c_1,6d6c,14.3
5xb7_1,5xb7,7.5
5xb7_2,5xb7,7.5
5wwg_1,5wwg,1.6
5mgu_1,5mgu,2.8
5mq8_1,5mq8,43.2
5unw_1,5unw,15.4
6aty_2,6aty,59.1
6aty_3,6aty,70.3
6aty_1,6aty,12.3
6fye_1,6fye,70.3
6ej1_1,6ej1,1.6
5oos_1,5oos,1.6
5w17_1,5w17,59.1
5t80_1,5t80,NA
5sze_1,5sze,7.5
5sze_2,5sze,7.5
5wlr_1,5wlr,1.6
5mnm_1,5mnm,1.6
5xga_1,5xga,2.8
5v04_1,5v04,2.8
5n9e_2,5n9e,1.6
5n9e_1,5n9e,1.6
6ap9_1,6ap9,15.4
6era_1,6era,1.6
6era_2,6era,1.6
5mch_2,5mch,1.6
5mch_1,5mch,1.6
5tdc_2,5tdc,1.6
5tdc_1,5tdc,1.6
6egs_1,6egs,12.3
6egs_2,6egs,12.3
5mjn_1,5mjn,1.6
5x8i_1,5x8i,1.6
5x8i_2,5x8i,1.6
6ndd_4,6ndd,40.5
6ndd_5,6ndd,40.5
6ndd_2,6ndd,40.5
6ndd_3,6ndd,40.5
6ndd_6,6ndd,40.5
6ndd_1,6ndd,40.5
5k30_1,5k30,7.5
5syz_1,5syz,1.6
5w5j_1,5w5j,43.2
6f19_1,6f19,1.6
5yje_1,5yje,23.4
5ux1_4,5ux1,94.7
5ux1_2,5ux1,94.7
5ux1_1,5ux1,94.7
5ux1_3,5ux1,94.7
5wb3_1,5wb3,59.1
5wb3_2,5wb3,12.3
6bcn_4,6bcn,1.6
6bcn_1,6bcn,1.6
6bcn_3,6bcn,1.6
6bcn_2,6bcn,1.6
5tct_1,5tct,0
6a29_4,6a29,NA
6a29_2,6a29,NA
6a29_3,6a29,NA
6a29_1,6a29,NA
6a7h_3,6a7h,74.9
6a7h_1,6a7h,74.9
6a7h_2,6a7h,74.9
6a7h_4,6a7h,74.9
5zh1_1,5zh1,1.6
5zh1_2,5zh1,1.6
5xds_1,5xds,7.5
6g7p_1,6g7p,12.3
6g7p_2,6g7p,12.3
5yg7_1,5yg7,23.4
6gpy_1,6gpy,1.6
5neb_2,5neb,12.3
5neb_1,5neb,12.3
5jo3_1,5jo3,1.6
5juh_1,5juh,2.8
6d5r_1,6d5r,1.6
5vu5_1,5vu5,1.6
5pzd_2,5pzd,1.6
5pzd_1,5pzd,1.6
5c9i_1,5c9i,70.3
5c9i_2,5c9i,70.3
6eor_2,6eor,15.4
6eor_1,6eor,15.4
6e29_4,6.00E+29,2.8
6e29_1,6.00E+29,2.8
6e29_3,6.00E+29,2.8
6e29_2,6.00E+29,2.8
6mgp_1,6mgp,89.1
5xgo_1,5xgo,7.5
5mhk_1,5mhk,43.2
5mhk_2,5mhk,43.2
6c4q_1,6c4q,12.3
6c4q_2,6c4q,70.3
6b4h_2,6b4h,37.9
6b4h_1,6b4h,37.9
6c1e_1,6c1e,7.5
6fho_1,6fho,2.8
5x0w_4,5x0w,52.6
5x0w_2,5x0w,37.9
5x0w_1,5x0w,37.9
5x0w_3,5x0w,37.9
5utq_2,5utq,12.3
5utq_1,5utq,12.3
5qj8_1,5qj8,15.4
5qj8_2,5qj8,15.4
5mfr_1,5mfr,1.6
6f3t_1,6f3t,40.5
6f3t_3,6f3t,40.5
6f3t_2,6f3t,40.5
6f3t_4,6f3t,40.5
5pw0_2,5pw0,12.3
5pw0_1,5pw0,12.3
5x11_4,5x11,15.4
5x11_3,5x11,15.4
5x11_1,5x11,15.4
5x11_2,5x11,15.4
5vi6_1,5vi6,1.6
5uxh_1,5uxh,1.6
5uxh_2,5uxh,1.6
6gfc_3,6gfc,15.4
6gfc_1,6gfc,15.4
6gfc_2,6gfc,15.4
5pen_1,5pen,12.3
6h1n_1,6h1n,12.3
6m9a_1,6m9a,59.1
5m84_2,5m84,1.6
5m84_1,5m84,1.6
5vri_2,5vri,15.4
5vri_1,5vri,15.4
6b6f_1,6b6f,1.6
5szu_2,5szu,7.5
5szu_1,5szu,7.5
5pg3_1,5pg3,12.3
5wnw_1,5wnw,15.7
5v39_1,5v39,1.6
5tc8_1,5tc8,7.5
5oou_1,5oou,1.6
5u5o_1,5u5o,2.8
5tyo_1,5tyo,12.3
5j2z_2,5j2z,70.3
5j2z_1,5j2z,19.4
6gsg_1,6gsg,2.8
5ngv_1,5ngv,NA
5gzm_1,5gzm,15.4
5w08_3,5w08,NA
5w08_6,5w08,NA
5w08_1,5w08,NA
5w08_2,5w08,NA
5w08_5,5w08,NA
5w08_4,5w08,NA
6ayz_2,6ayz,NA
6ayz_1,6ayz,NA
5y7q_1,5y7q,2.8
6dov_1,6dov,2.8
6dqy_6,6dqy,7.5
6dqy_1,6dqy,7.5
6dqy_3,6dqy,7.5
6dqy_2,6dqy,7.5
6dqy_5,6dqy,7.5
6dqy_4,6dqy,7.5
6bq4_1,6bq4,0
5oo8_1,5oo8,74.9
6mhj_1,6mhj,19.4
5pt0_1,5pt0,12.3
5pt0_2,5pt0,12.3
5xwk_1,5xwk,74.9
5txn_2,5txn,4.8
5txn_1,5txn,4.8
6h6g_1,6h6g,2.8
5wmt_5,5wmt,59.1
5wmt_4,5wmt,25
5wmt_3,5wmt,25
5wmt_1,5wmt,25
5wmt_2,5wmt,25
5tdm_1,5tdm,37.9
5mlr_1,5mlr,14.3
5wzn_1,5wzn,44.5
5wzn_2,5wzn,44.5
5wjj_1,5wjj,1.6
5t02_1,5t02,7.5
5oxx_1,5oxx,37.9
6ccu_1,6ccu,2.8
5q9w_1,5q9w,1.6
6ccr_1,6ccr,2.8
5m88_1,5m88,43.2
6f2z_2,6f2z,48.3
6f2z_1,6f2z,48.3
5g4a_2,5g4a,44.5
5g4a_1,5g4a,44.5
5t08_1,5t08,0
5nf6_2,5nf6,12.3
5nf6_1,5nf6,12.3
5wqx_1,5wqx,14.3
6fek_1,6fek,12.3
5mmw_1,5mmw,25
5xyv_1,5xyv,15.7
6fr2_1,6fr2,28.6
6f2c_2,6f2c,7.5
6f2c_1,6f2c,7.5
5xwu_1,5xwu,15.7
5pml_1,5pml,25
6glc_1,6glc,4.8
6gla_1,6gla,1.6
6gla_2,6gla,1.6
5q0h_1,5q0h,12.3
5vgr_1,5vgr,12.3
5vgr_2,5vgr,12.3
5mcl_2,5mcl,1.6
5mcl_1,5mcl,1.6
5o0u_1,5o0u,12.3
6awo_1,6awo,NA
6bnd_1,6bnd,70.3
6f7t_2,6f7t,NA
6f7t_1,6f7t,NA
6ded_1,6ded,2.8
6ded_2,6ded,2.8
6ce8_1,6ce8,1.6
6ffn_1,6ffn,1.6
5o3i_1,5o3i,12.3
5u9u_1,5u9u,NA
5w4u_1,5w4u,15.7
6af7_1,6af7,15.4
5pyn_2,5pyn,1.6
5pyn_1,5pyn,1.6
5q4u_1,5q4u,1.6
5ovv_1,5ovv,1.6
5pg9_1,5pg9,12.3
5h4b_1,5h4b,7.5
5pui_2,5pui,12.3
5pui_1,5pui,12.3
6fzu_2,6fzu,12.3
6fzu_1,6fzu,12.3
5l4m_1,5l4m,0
6g7o_1,6g7o,12.3
5wxt_1,5wxt,1.6
6d09_1,6d09,52.6
6d09_2,6d09,37.9
5uac_2,5uac,0
5uac_1,5uac,0
6e8i_1,6e8i,2.8
6b62_1,6b62,15.4
5jsm_2,5jsm,70.3
5jsm_1,5jsm,NA
5wiu_1,5wiu,25
6dq0_1,6dq0,1.6
6dq0_2,6dq0,1.6
6bpb_1,6bpb,NA
5muq_1,5muq,NA
5muq_2,5muq,NA
5xkm_1,5xkm,43.2
5xkm_3,5xkm,43.2
5xkm_2,5xkm,70.3
6g95_1,6g95,40.5
6f4y_2,6f4y,94.7
6f4y_1,6f4y,94.7
6ijf_1,6ijf,15.7
6b1n_2,6b1n,1.6
6b1n_1,6b1n,1.6
5z1e_1,5z1e,1.6
5yht_1,5yht,15.4
6gud_1,6gud,15.4
5jqd_2,5jqd,NA
5jqd_1,5jqd,NA
6e4a_1,6e4a,1.6
6e4a_2,6e4a,1.6
5nu8_1,5nu8,1.6
6b8d_1,6b8d,1.6
5pa7_1,5pa7,1.6
5pa7_2,5pa7,1.6
5lqs_1,5lqs,1.6
6c6x_4,6c6x,NA
6c6x_2,6c6x,NA
6c6x_3,6c6x,NA
6c6x_1,6c6x,NA
5wxj_1,5wxj,70.3
5kfl_1,5kfl,2.8
5lug_2,5lug,70.3
5lug_1,5lug,70.3
5xmo_1,5xmo,1.6
5u68_1,5u68,NA
5mpm_1,5mpm,1.6
5z2e_1,5z2e,7.5
6evp_1,6evp,1.6
5m83_1,5m83,1.6
5m83_2,5m83,1.6
6a8j_1,6a8j,74.9
6a8j_3,6a8j,74.9
6a8j_2,6a8j,74.9
6a8j_4,6a8j,74.9
6d22_1,6d22,25
6d22_2,6d22,70.3
5xaw_1,5xaw,15.4
6mzf_1,6mzf,40.5
6mzf_2,6mzf,40.5
5mjc_1,5mjc,12.3
5pky_1,5pky,25
5q5f_1,5q5f,1.6
5vac_1,5vac,1.6
6b60_1,6b60,15.4
4yde_1,4yde,4.8
5qb0_4,5qb0,25
5qb0_2,5qb0,25
5qb0_1,5qb0,25
5qb0_3,5qb0,25
5x90_2,5x90,40.5
5x90_1,5x90,40.5
5v6v_1,5v6v,91.5
5xni_1,5xni,15.4
6agu_1,6agu,1.6
5xj1_1,5xj1,2.8
6bvb_1,6bvb,40.5
5qj7_2,5qj7,15.4
5qj7_1,5qj7,15.4
6bsy_1,6bsy,70.3
